"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","traveltime","failures","schoolsup","activities","higher","romantic","famrel","freetime","goout","Dalc","Walc","health","guardian","famsup","studytime","paid.mat","absences.mat","G1.mat","G2.mat","G3.mat","paid.por","absences.por","G1.por","G2.por","G3.por"
"142","GP","F",17,"U","GT3","T",1,1,"other","other","course","no","no",1,0,"no","no","yes","no",4,4,4,1,3,1,"mother","yes",2,"yes",4,9,9,10,"no",0,14,15,15
"143","GP","F",17,"U","GT3","T",1,1,"other","services","course","yes","no",1,0,"no","no","yes","no",4,3,4,1,2,5,"father","yes",2,NA,NA,NA,NA,NA,"no",4,11,10,11
"144","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","yes","yes",1,0,"no","no","yes","no",4,3,3,1,1,3,"mother","yes",3,"yes",6,13,12,12,"no",0,13,13,14
"145","GP","F",17,"U","GT3","T",2,1,"services","other","course","yes","yes",2,0,"no","yes","yes","yes",4,3,4,2,2,1,"mother","yes",2,NA,NA,NA,NA,NA,"no",10,12,15,15
"146","GP","F",17,"U","GT3","T",2,1,"services","other","reputation","yes","yes",1,0,"no","yes","yes","no",4,3,5,2,4,4,"mother","yes",2,NA,NA,NA,NA,NA,"no",4,12,16,16
"147","GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","yes","yes",1,0,"no","yes","yes","no",4,3,3,1,1,4,"mother","yes",3,"yes",4,9,10,10,"no",0,12,12,13
"148","GP","F",17,"U","GT3","T",2,2,"other","other","course","no","yes",1,0,"no","no","yes","no",5,4,5,1,2,5,"mother","yes",2,"no",4,10,9,11,"no",12,12,12,14
"149","GP","F",17,"U","GT3","T",2,2,"other","other","course","yes","no",1,0,"no","no","yes","yes",4,2,2,1,1,3,"mother","yes",2,"no",12,11,9,9,"no",4,14,13,13
"150","GP","F",17,"U","GT3","T",2,2,"other","services","reputation","yes","yes",3,0,"no","no","yes","yes",4,2,3,1,1,1,"father","yes",3,NA,NA,NA,NA,NA,"no",8,13,15,15
"151","GP","F",17,"U","GT3","T",2,2,"services","services","reputation","yes","yes",1,0,"no","yes","yes","no",4,3,4,1,3,4,"mother","yes",2,NA,NA,NA,NA,NA,"no",0,13,17,17
"152","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","yes","no",2,0,"no","no","yes","no",3,3,3,1,4,3,"father","yes",1,"yes",3,7,7,8,"no",4,12,13,13
"153","GP","F",17,"U","GT3","T",2,3,"other","other","course","yes","yes",2,0,"no","yes","yes","yes",4,2,1,1,1,3,"father","no",2,NA,NA,NA,NA,NA,"no",2,11,12,14
"154","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","yes","yes",2,0,"no","no","yes","yes",4,3,3,1,1,1,"mother","yes",2,"yes",2,10,10,10,"no",6,15,16,16
"155","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","yes","no",1,0,"no","yes","yes","no",5,4,2,2,3,5,"father","yes",2,"no",0,16,17,17,"no",0,17,18,17
"156","GP","F",17,"U","GT3","T",3,1,"other","at_home","home","yes","yes",1,1,"no","no","yes","yes",4,1,2,1,1,3,"mother","yes",1,NA,NA,NA,NA,NA,"yes",6,10,13,13
"157","GP","F",17,"U","GT3","T",3,1,"services","services","course","no","yes",1,0,"no","no","yes","no",3,4,3,2,3,5,"father","yes",3,"no",1,12,14,15,"no",0,17,18,17
"158","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","no","yes",1,0,"no","yes","yes","no",5,2,2,1,2,5,"father","yes",4,"yes",0,17,17,18,"no",0,18,18,18
"159","GP","F",17,"U","GT3","T",3,2,"other","other","course","no","yes",1,0,"no","yes","yes","no",5,3,4,1,3,3,"mother","no",2,"no",10,16,15,15,"no",2,17,18,17
"160","GP","F",17,"U","GT3","T",3,2,"other","other","course","yes","no",1,0,"no","yes","yes","no",5,4,2,1,1,3,"father","no",2,NA,NA,NA,NA,NA,"no",4,14,14,15
"161","GP","F",17,"U","GT3","T",3,2,"other","other","home","yes","yes",1,0,"no","no","yes","yes",4,3,2,2,3,2,"mother","yes",2,"yes",0,7,8,0,"no",0,12,13,15
"162","GP","F",17,"U","GT3","T",3,3,"at_home","other","course","yes","yes",1,0,"no","yes","yes","no",4,2,5,2,5,5,"mother","yes",1,NA,NA,NA,NA,NA,"yes",2,11,12,11
"163","GP","F",17,"U","GT3","T",3,3,"other","other","home","no","no",1,0,"no","yes","yes","no",3,2,3,1,1,4,"mother","no",3,"no",4,10,9,9,"no",2,15,12,13
"164","GP","F",17,"U","GT3","T",3,3,"services","other","home","yes","yes",2,0,"no","no","yes","yes",4,2,2,2,3,5,"mother","yes",3,NA,NA,NA,NA,NA,"no",10,11,11,11
"165","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","yes","yes",1,1,"no","no","yes","yes",4,4,3,3,4,5,"mother","yes",3,"yes",28,10,9,9,"yes",14,8,9,8
"166","GP","F",17,"U","GT3","T",3,4,"services","other","course","yes","yes",1,0,"no","no","yes","no",4,4,5,1,3,5,"mother","no",3,"no",16,16,15,15,"no",8,11,13,14
"167","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","yes","yes",2,0,"no","no","yes","no",4,3,3,1,1,3,"mother","yes",3,"yes",0,15,12,14,"no",0,16,16,16
"168","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","yes","yes",1,0,"no","yes","yes","yes",4,4,3,1,3,4,"mother","yes",3,"yes",0,13,15,15,"no",0,11,12,13
"169","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","yes","yes",1,0,"no","no","yes","no",4,2,2,1,2,3,"mother","yes",3,"yes",0,15,15,15,"no",0,17,18,18
"170","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","yes","yes",1,0,"no","no","yes","yes",3,4,5,2,4,1,"mother","no",2,NA,NA,NA,NA,NA,"no",16,11,9,10
"171","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","yes","yes",1,2,"no","no","yes","yes",3,4,5,2,4,1,"mother","no",2,"yes",22,6,6,4,NA,NA,NA,NA,NA
"172","GP","F",17,"U","GT3","T",4,4,"health","health","course","yes","yes",1,0,"no","yes","yes","no",5,3,4,1,2,5,"mother","no",1,NA,NA,NA,NA,NA,"no",2,14,15,17
"173","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","yes","no",1,0,"yes","no","yes","yes",4,2,1,1,1,4,"mother","yes",1,"no",0,11,11,12,"no",0,13,13,13
"174","GP","F",17,"U","GT3","T",4,4,"services","teacher","home","yes","yes",2,1,"no","no","yes","no",4,2,4,2,3,2,"mother","yes",1,"no",24,18,18,18,"no",30,14,15,16
"175","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes",1,0,"no","no","yes","yes",5,3,1,1,4,5,"mother","yes",2,NA,NA,NA,NA,NA,"yes",2,11,11,12
"176","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","yes","yes",1,0,"no","yes","yes","no",5,4,4,1,3,4,"mother","yes",3,"yes",7,10,9,9,"no",0,13,12,13
"177","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","no","yes",2,0,"no","no","yes","yes",4,3,3,1,2,4,"mother","yes",3,"yes",4,14,14,14,"no",4,15,14,15
"178","GP","F",17,"U","LE3","A",2,1,"other","other","course","yes","yes",3,0,"no","no","yes","no",3,2,2,1,2,5,"mother","yes",1,NA,NA,NA,NA,NA,"no",8,11,10,11
"179","GP","F",17,"U","LE3","A",2,2,"other","other","home","no","yes",1,1,"no","no","no","no",3,1,2,1,1,1,"mother","yes",1,NA,NA,NA,NA,NA,"no",8,11,9,10
"180","GP","F",17,"U","LE3","A",3,3,"services","other","home","yes","yes",1,0,"yes","no","yes","no",5,3,3,1,1,5,"mother","yes",2,NA,NA,NA,NA,NA,"no",0,12,12,13
"181","GP","F",17,"U","LE3","A",4,2,"teacher","other","course","yes","no",1,0,"no","yes","yes","no",4,3,2,1,1,4,"mother","yes",2,NA,NA,NA,NA,NA,"no",4,15,14,14
"182","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","yes","yes",2,0,"no","no","yes","no",3,3,3,2,3,2,"father","no",3,"no",0,16,15,15,"no",0,14,14,15
"183","GP","F",17,"U","LE3","T",1,1,"at_home","at_home","course","yes","yes",1,0,"no","yes","yes","yes",4,3,2,1,2,4,"mother","yes",3,NA,NA,NA,NA,NA,"no",10,11,10,10
"184","GP","F",17,"U","LE3","T",2,1,"other","other","home","yes","yes",1,0,"no","yes","yes","no",4,2,3,2,2,2,"father","no",2,NA,NA,NA,NA,NA,"no",2,11,12,14
"185","GP","F",17,"U","LE3","T",2,2,"other","other","course","yes","yes",1,0,"no","no","yes","yes",3,4,4,1,3,5,"father","yes",1,"no",12,10,13,12,"no",2,13,12,12
"186","GP","F",17,"U","LE3","T",2,2,"services","other","course","yes","yes",2,0,"yes","no","yes","yes",4,4,4,2,3,5,"mother","yes",2,"yes",6,12,12,12,"no",6,12,12,12
"187","GP","F",17,"U","LE3","T",2,2,"services","services","course","yes","yes",1,0,"no","yes","yes","yes",3,4,1,1,1,2,"father","no",4,"yes",0,10,9,0,"no",2,10,11,12
"188","GP","F",17,"U","LE3","T",2,4,"services","services","course","yes","yes",1,0,"no","yes","yes","yes",4,3,2,1,1,5,"father","no",2,"no",0,14,15,15,"no",8,14,15,16
"189","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","yes","yes",2,0,"no","no","yes","no",4,4,4,1,3,1,"mother","no",2,"yes",2,14,15,15,"no",2,14,16,15
"190","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","yes","yes",1,0,"no","yes","yes","yes",5,3,3,2,3,1,"mother","yes",2,"no",56,9,9,8,"no",32,14,13,14
"191","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","yes","yes",1,0,"no","yes","yes","no",4,2,3,1,1,4,"mother","yes",4,"yes",6,14,12,13,"no",2,14,15,17
"192","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","yes","yes",1,0,"no","yes","yes","yes",3,2,3,1,2,3,"father","no",2,"no",14,13,13,14,"no",0,14,12,12
"193","GP","F",18,"R","GT3","A",3,2,"other","services","home","no","yes",2,0,"no","no","no","yes",4,1,1,1,1,5,"mother","no",2,"no",75,10,9,9,"no",15,12,9,10
"194","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","no","no",3,3,"no","yes","yes","no",5,2,5,1,5,4,"mother","yes",1,"no",6,9,8,10,"no",6,11,10,11
"195","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","yes","yes",2,0,"no","no","no","yes",4,3,5,1,2,3,"mother","yes",2,"no",0,6,0,0,"no",12,8,9,10
"196","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","yes","no",2,0,"no","yes","yes","no",4,4,4,1,1,4,"mother","no",4,"no",0,10,9,0,"no",6,14,13,14
"197","GP","F",18,"R","GT3","T",2,2,"other","other","home","yes","no",1,0,"yes","no","yes","no",3,2,3,1,1,5,"mother","no",2,NA,NA,NA,NA,NA,"no",4,11,11,13
"198","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","yes","yes",1,0,"no","yes","yes","yes",5,3,3,1,1,4,"mother","no",2,NA,NA,NA,NA,NA,"no",4,8,8,8
"199","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","yes","yes",1,1,"no","yes","yes","yes",5,3,3,1,1,4,"mother","no",2,"no",16,9,8,7,NA,NA,NA,NA,NA
"200","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","yes","yes",2,0,"no","yes","yes","no",4,3,4,2,2,4,"mother","no",2,"yes",8,12,10,11,"no",8,10,11,12
"201","GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","yes","no",2,0,"no","yes","yes","no",5,2,2,1,1,3,"mother","yes",4,"yes",1,12,12,12,"no",2,17,17,18
"202","GP","F",18,"U","GT3","A",3,2,"other","services","course","no","yes",1,0,"no","yes","yes","yes",4,3,3,5,1,5,"other","yes",3,NA,NA,NA,NA,NA,"no",10,12,11,11
"203","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","yes","no",2,0,"yes","no","yes","no",4,3,4,1,1,3,"mother","no",2,"no",6,5,6,6,"no",4,0,11,11
"204","GP","F",18,"U","GT3","T",1,1,"other","other","home","yes","yes",2,0,"no","yes","yes","no",4,5,5,1,2,2,"mother","no",3,NA,NA,NA,NA,NA,"no",0,14,14,14
"205","GP","F",18,"U","GT3","T",1,1,"other","other","home","yes","yes",2,0,"yes","yes","yes","no",5,4,4,1,1,4,"mother","no",2,"no",4,8,9,10,"no",0,12,13,13
"206","GP","F",18,"U","GT3","T",1,4,"other","teacher","home","no","no",1,0,"yes","no","yes","yes",3,4,4,1,2,5,"mother","yes",2,NA,NA,NA,NA,NA,"no",2,10,10,11
"207","GP","F",18,"U","GT3","T",2,1,"other","other","course","no","yes",2,0,"no","no","yes","yes",4,4,4,1,1,3,"other","yes",3,"yes",0,7,0,0,"no",10,12,10,11
"208","GP","F",18,"U","GT3","T",2,1,"other","other","home","yes","yes",1,0,"no","no","yes","yes",4,2,5,1,2,1,"mother","yes",2,NA,NA,NA,NA,NA,"no",8,14,14,15
"209","GP","F",18,"U","GT3","T",2,1,"other","other","reputation","yes","yes",2,0,"no","yes","yes","yes",4,3,1,1,1,5,"mother","no",2,NA,NA,NA,NA,NA,"no",10,12,13,14
"210","GP","F",18,"U","GT3","T",2,1,"services","other","course","yes","yes",2,0,"no","yes","yes","no",5,3,3,1,2,1,"mother","yes",2,"yes",0,8,8,0,"no",2,12,12,15
"211","GP","F",18,"U","GT3","T",2,1,"services","other","reputation","yes","yes",1,3,"no","yes","no","yes",5,4,5,1,3,5,"mother","yes",2,NA,NA,NA,NA,NA,"no",10,10,9,8
"212","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","yes","yes",1,0,"no","no","yes","no",4,3,3,1,2,2,"mother","yes",3,"yes",5,18,18,19,"no",0,18,18,18
"213","GP","F",18,"U","GT3","T",2,2,"at_home","other","course","yes","no",4,0,"no","yes","yes","yes",4,2,5,1,1,2,"mother","no",2,NA,NA,NA,NA,NA,"no",2,10,9,10
"214","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","yes","yes",1,0,"no","yes","yes","yes",4,3,3,1,1,3,"mother","yes",3,"yes",0,9,10,0,"no",0,11,12,13
"215","GP","F",18,"U","GT3","T",2,2,"other","other","course","yes","yes",1,0,"no","yes","yes","yes",4,3,5,2,4,5,"mother","yes",1,NA,NA,NA,NA,NA,"no",2,10,10,10
"216","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","yes","yes",1,0,"no","no","yes","no",4,3,3,1,2,3,"mother","yes",3,"no",4,11,10,10,"no",0,11,12,14
"217","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","yes","yes",1,0,"no","yes","yes","yes",4,5,5,1,3,2,"father","yes",4,"yes",4,15,14,14,"no",10,16,16,16
"218","GP","F",18,"U","GT3","T",2,4,"services","at_home","reputation","yes","yes",1,1,"no","yes","yes","no",4,4,3,1,1,3,"other","yes",2,"yes",8,14,12,12,NA,NA,NA,NA,NA
"219","GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","yes","yes",1,0,"no","no","yes","yes",4,3,4,1,2,2,"father","yes",3,NA,NA,NA,NA,NA,"no",5,14,17,17
"220","GP","F",18,"U","GT3","T",3,2,"other","services","other","yes","yes",1,0,"no","no","yes","yes",5,4,3,2,3,1,"mother","no",3,"no",7,13,13,14,"no",4,14,16,17
"221","GP","F",18,"U","GT3","T",3,2,"services","other","home","no","yes",1,0,"no","yes","yes","yes",3,1,2,1,2,1,"mother","yes",2,NA,NA,NA,NA,NA,"no",4,10,13,13
"222","GP","F",18,"U","GT3","T",3,3,"at_home","other","course","yes","yes",1,0,"no","no","yes","no",4,1,4,1,1,3,"father","yes",2,NA,NA,NA,NA,NA,"no",8,11,12,14
"223","GP","F",18,"U","GT3","T",3,3,"other","other","course","yes","yes",2,1,"no","no","no","no",4,1,1,1,1,3,"mother","no",1,NA,NA,NA,NA,NA,"no",14,8,7,7
"224","GP","F",18,"U","GT3","T",3,3,"services","services","home","yes","yes",1,0,"no","yes","yes","no",5,3,4,1,1,4,"mother","no",2,"no",0,7,0,0,"no",8,10,11,12
"225","GP","F",18,"U","GT3","T",3,4,"other","other","course","yes","yes",1,0,"no","yes","yes","yes",5,4,4,1,1,1,"mother","yes",1,NA,NA,NA,NA,NA,"no",4,11,12,14
"226","GP","F",18,"U","GT3","T",4,3,"other","other","course","yes","yes",1,0,"no","yes","yes","yes",4,3,4,1,1,5,"mother","yes",3,"yes",9,9,10,9,"no",2,14,15,17
"227","GP","F",18,"U","GT3","T",4,3,"other","other","reputation","yes","yes",1,0,"no","no","yes","no",4,3,3,1,1,3,"father","yes",4,"yes",0,14,13,14,"no",0,16,17,17
"228","GP","F",18,"U","GT3","T",4,3,"services","other","home","yes","yes",1,0,"no","no","yes","yes",3,1,2,1,3,2,"father","yes",2,"yes",21,17,18,18,"no",2,15,15,15
"229","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","yes","yes",1,1,"yes","yes","yes","yes",2,4,4,1,1,4,"father","yes",2,"no",15,9,8,8,"no",2,14,12,13
"230","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","yes","yes",1,0,"no","no","yes","no",4,4,4,3,3,5,"mother","yes",2,"yes",2,11,11,11,"no",0,12,11,13
"231","GP","F",18,"U","LE3","A",2,1,"other","other","course","no","yes",1,0,"no","no","yes","yes",4,3,4,1,3,5,"mother","yes",2,NA,NA,NA,NA,NA,"no",2,12,12,13
"232","GP","F",18,"U","LE3","A",2,2,"services","other","reputation","yes","yes",2,0,"no","no","yes","no",4,1,4,1,3,4,"mother","yes",2,NA,NA,NA,NA,NA,"no",10,14,17,17
"233","GP","F",18,"U","LE3","A",2,4,"services","other","course","yes","yes",2,1,"no","no","yes","no",4,3,3,1,1,3,"mother","yes",2,NA,NA,NA,NA,NA,"no",18,10,10,10
"234","GP","F",18,"U","LE3","A",4,4,"health","other","home","yes","yes",1,0,"no","no","yes","yes",4,2,4,1,1,4,"mother","yes",2,"no",14,12,10,11,"yes",0,14,15,15
"235","GP","F",18,"U","LE3","T",1,1,"other","at_home","home","no","no",1,0,"no","no","yes","no",4,4,3,2,3,3,"mother","yes",3,NA,NA,NA,NA,NA,"no",4,11,12,14
"236","GP","F",18,"U","LE3","T",1,1,"other","other","home","no","no",2,0,"no","no","yes","no",4,4,3,1,1,3,"mother","yes",2,"yes",2,11,11,11,"no",2,13,13,13
"237","GP","F",18,"U","LE3","T",2,1,"services","at_home","reputation","yes","yes",1,1,"no","no","yes","yes",5,4,3,1,1,5,"mother","no",2,"no",12,12,12,13,NA,NA,NA,NA,NA
"238","GP","F",18,"U","LE3","T",2,2,"at_home","services","course","no","yes",1,1,"no","no","yes","yes",5,3,1,1,1,5,"mother","yes",2,NA,NA,NA,NA,NA,"no",16,9,8,10
"239","GP","F",18,"U","LE3","T",2,2,"other","other","home","no","yes",1,0,"no","yes","yes","yes",4,3,3,1,1,2,"other","no",2,"no",0,8,8,0,"no",0,10,9,12
"240","GP","F",18,"U","LE3","T",3,3,"services","services","home","yes","yes",1,0,"no","no","yes","no",5,3,3,1,1,1,"mother","yes",4,"no",7,16,15,17,"no",4,14,14,15
"241","GP","F",18,"U","LE3","T",4,2,"teacher","other","course","yes","yes",1,0,"no","yes","yes","no",4,2,2,1,1,3,"mother","yes",2,NA,NA,NA,NA,NA,"no",0,14,17,17
"242","GP","F",18,"U","LE3","T",4,3,"health","services","course","yes","yes",2,0,"no","no","yes","no",3,2,4,1,4,1,"mother","yes",1,NA,NA,NA,NA,NA,"no",8,12,12,15
"243","GP","F",18,"U","LE3","T",4,3,"other","other","home","yes","yes",2,0,"no","no","yes","yes",4,4,5,1,2,2,"other","yes",2,"yes",10,10,8,8,"no",0,13,14,14
"244","GP","F",19,"R","GT3","A",3,1,"services","at_home","home","yes","no",1,1,"no","no","yes","no",5,4,3,1,2,5,"other","no",3,"yes",12,14,13,13,NA,NA,NA,NA,NA
"245","GP","F",19,"R","GT3","T",2,3,"other","other","reputation","yes","yes",1,1,"no","no","yes","yes",4,1,2,1,1,3,"other","no",3,"no",40,13,11,11,NA,NA,NA,NA,NA
"246","GP","F",19,"R","GT3","T",3,2,"services","services","reputation","yes","yes",1,1,"yes","no","no","no",3,3,3,4,3,3,"father","yes",2,NA,NA,NA,NA,NA,"no",0,9,8,10
"247","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","no","no",1,2,"no","no","no","no",3,4,2,1,1,5,"other","yes",2,NA,NA,NA,NA,NA,"no",0,9,10,11
"248","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","no","no",1,3,"no","no","no","no",3,4,2,1,1,5,"other","yes",2,"no",2,7,8,9,NA,NA,NA,NA,NA
"249","GP","F",19,"U","GT3","T",1,1,"at_home","health","home","no","yes",1,2,"no","no","yes","yes",4,1,2,1,1,3,"other","no",3,"no",14,15,13,13,NA,NA,NA,NA,NA
"250","GP","F",19,"U","GT3","T",1,1,"other","other","course","yes","no",3,0,"no","yes","no","yes",1,5,5,4,3,5,"other","no",3,NA,NA,NA,NA,NA,"no",12,10,10,11
"251","GP","F",19,"U","GT3","T",2,1,"at_home","other","other","yes","yes",3,0,"no","no","no","yes",3,4,1,1,1,2,"other","yes",2,"no",20,14,12,13,NA,NA,NA,NA,NA
"252","GP","F",19,"U","GT3","T",2,1,"services","services","home","yes","yes",1,1,"no","yes","yes","yes",4,3,4,1,3,3,"other","no",3,"yes",4,11,12,11,NA,NA,NA,NA,NA
"253","GP","F",19,"U","GT3","T",2,2,"services","services","home","yes","yes",1,0,"no","no","yes","no",4,3,3,1,1,5,"mother","yes",2,NA,NA,NA,NA,NA,"no",0,10,10,11
"254","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","yes","yes",1,0,"no","yes","yes","no",4,3,3,1,2,3,"other","yes",4,"yes",10,8,8,8,"no",4,12,12,12
"255","GP","F",19,"U","GT3","T",3,3,"other","services","home","yes","yes",1,0,"no","yes","yes","no",4,3,5,3,3,5,"other","yes",2,NA,NA,NA,NA,NA,"no",16,11,12,12
"256","GP","F",19,"U","GT3","T",3,3,"other","services","home","yes","yes",1,2,"no","yes","yes","no",4,3,5,3,3,5,"other","yes",2,"yes",15,9,9,9,NA,NA,NA,NA,NA
"257","GP","F",19,"U","GT3","T",4,4,"health","other","reputation","yes","yes",2,0,"no","yes","yes","no",2,3,4,2,3,2,"other","yes",2,"yes",0,10,9,0,"no",2,14,13,13
"258","GP","F",19,"U","GT3","T",4,4,"teacher","other","home","yes","yes",1,1,"no","no","yes","yes",3,2,5,4,4,5,"other","yes",1,NA,NA,NA,NA,NA,"no",5,9,10,11
"259","GP","F",19,"U","LE3","A",1,1,"other","other","course","no","yes",3,2,"no","no","yes","yes",5,3,4,1,1,4,"other","yes",2,NA,NA,NA,NA,NA,"no",2,8,8,9
"260","GP","F",19,"U","LE3","A",2,3,"at_home","other","home","yes","yes",2,1,"no","no","no","no",2,2,3,3,4,5,"other","no",1,NA,NA,NA,NA,NA,"no",16,10,11,11
"261","GP","F",19,"U","LE3","T",1,1,"at_home","other","reputation","no","yes",1,1,"yes","yes","yes","no",4,4,3,1,3,3,"other","yes",2,"no",18,12,10,10,NA,NA,NA,NA,NA
"262","GP","F",19,"U","LE3","T",1,2,"services","services","home","no","no",1,1,"no","yes","yes","yes",4,2,4,2,2,3,"other","no",2,"no",0,9,9,0,NA,NA,NA,NA,NA
"263","GP","F",19,"U","LE3","T",3,2,"services","other","reputation","no","yes",2,1,"no","no","yes","yes",4,2,2,1,2,1,"other","yes",2,"yes",22,13,10,11,NA,NA,NA,NA,NA
"264","GP","F",20,"R","GT3","T",1,1,"other","other","reputation","yes","yes",2,0,"no","no","yes","yes",3,2,2,1,3,3,"other","no",3,NA,NA,NA,NA,NA,"no",8,11,15,15
"265","GP","F",20,"R","GT3","T",2,1,"other","other","course","yes","yes",2,0,"no","yes","no","yes",1,2,3,1,2,2,"other","yes",2,NA,NA,NA,NA,NA,"yes",8,10,12,12
"266","GP","F",20,"U","GT3","T",1,0,"other","other","reputation","yes","yes",2,1,"yes","no","yes","yes",5,3,1,1,1,5,"mother","no",1,NA,NA,NA,NA,NA,"no",5,8,10,10
"267","GP","F",21,"U","LE3","T",4,4,"other","other","reputation","yes","yes",1,2,"no","yes","yes","no",3,3,2,1,1,5,"other","no",3,NA,NA,NA,NA,NA,"yes",0,9,12,12
"268","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","yes","yes",1,0,"no","yes","yes","yes",5,4,2,1,1,5,"mother","no",2,"no",8,9,9,9,"no",4,10,9,10
"269","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","yes","no",1,0,"yes","yes","yes","no",4,4,4,1,1,1,"mother","no",2,"yes",2,11,8,8,"yes",0,7,8,8
"270","GP","M",15,"R","GT3","T",3,2,"other","other","course","yes","yes",2,2,"yes","no","yes","yes",4,4,4,1,4,3,"mother","yes",2,"no",6,5,9,7,NA,NA,NA,NA,NA
"271","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","yes","no",4,0,"no","no","yes","yes",5,3,3,1,1,5,"mother","yes",2,"no",0,9,0,0,"no",2,12,11,11
"272","GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","yes","yes",1,0,"no","yes","yes","yes",4,5,2,1,1,5,"mother","yes",2,"no",0,17,16,16,"no",0,13,14,15
"273","GP","M",15,"R","GT3","T",4,4,"other","other","home","yes","yes",4,0,"no","yes","yes","yes",1,3,5,3,5,1,"father","yes",4,"yes",6,10,13,13,"no",8,12,10,11
"274","GP","M",15,"U","GT3","A",2,2,"other","other","home","yes","yes",1,0,"no","no","yes","yes",4,5,2,1,1,3,"other","yes",3,"no",0,14,16,16,"no",0,14,14,15
"275","GP","M",15,"U","GT3","A",3,4,"services","other","course","yes","yes",1,0,"no","yes","yes","no",5,4,4,1,1,1,"mother","yes",2,"yes",0,16,18,18,"no",0,16,16,16
"276","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","no","yes",1,0,"no","yes","yes","yes",1,3,3,5,5,3,"mother","yes",4,"no",4,13,13,12,"no",0,11,12,12
"277","GP","M",15,"U","GT3","T",2,2,"other","other","home","yes","yes",1,0,"no","no","yes","no",4,2,2,1,2,5,"mother","yes",1,"yes",2,12,12,11,"no",8,11,12,12
"278","GP","M",15,"U","GT3","T",2,2,"services","services","course","yes","yes",1,0,"yes","no","yes","no",5,4,1,1,1,1,"father","yes",1,"no",0,8,8,11,"no",0,9,10,10
"279","GP","M",15,"U","GT3","T",2,2,"services","services","home","yes","yes",1,0,"no","yes","yes","no",5,5,4,1,2,5,"father","yes",4,"yes",6,16,14,15,"no",6,14,13,13
"280","GP","M",15,"U","GT3","T",2,3,"other","other","home","no","yes",1,0,"yes","no","yes","no",5,3,2,1,2,5,"mother","no",3,"yes",4,11,10,11,"no",2,10,9,9
"281","GP","M",15,"U","GT3","T",2,3,"other","services","course","no","yes",1,0,"yes","yes","yes","yes",3,2,2,1,3,3,"father","yes",1,"yes",2,10,12,12,"no",0,11,11,12
"282","GP","M",15,"U","GT3","T",3,4,"other","other","home","yes","yes",1,0,"no","yes","yes","no",5,5,1,1,1,5,"mother","yes",2,"yes",0,14,15,15,"no",0,12,12,13
"283","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","yes","yes",1,0,"no","no","yes","no",3,4,3,1,2,4,"father","no",1,"no",6,14,13,13,"no",2,14,13,14
"284","GP","M",15,"U","GT3","T",3,4,"services","services","home","yes","yes",1,0,"yes","no","yes","no",5,5,5,3,2,5,"father","no",1,"no",0,13,13,12,"no",2,9,9,9
